video,ev_tag,t_start,t_end,duration_sec,baseline_start,baseline_end,baseline_n,baseline_mean,baseline_median,baseline_p95,event_n,event_mean,event_median,event_p95,csv_event,png_ae,png_re,png_mse,baseline_ae_mean,event_ae_mean,baseline_re_mean,event_re_mean
80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera,evasion_01,0.0,4.69749738,4.69749738,0.0,0.0,0,,,,94,15448.31824751216,5187.505550412736,29482.29834664998,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera__evasion_01__mse.csv,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera__evasion_01__hist_AE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera__evasion_01__hist_RE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera__evasion_01__hist_MSE.png,,87.61613211067433,,0.3971205058713536
80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera,evasion_02,23.999423833,29.818836122,5.819412288999999,20.999423833,23.999423833,60,29748.067580467337,7576.417721783388,116480.56849387776,117,9116.616366364033,4910.1534714855925,32627.851201527574,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera__evasion_02__mse.csv,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera__evasion_02__hist_AE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera__evasion_02__hist_RE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--14--qcamera__evasion_02__hist_MSE.png,133.6195404489835,79.09794113969701,0.5889833718541944,2.4642569580549556
