video,ev_tag,t_start,t_end,duration_sec,baseline_start,baseline_end,baseline_n,baseline_mean,baseline_median,baseline_p95,event_n,event_mean,event_median,event_p95,csv_event,png_ae,png_re,png_mse,baseline_ae_mean,event_ae_mean,baseline_re_mean,event_re_mean
80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera,evasion_01,26.899676343,32.20020056,5.300524217,23.899676343,26.899676343,60,15050.835139170018,13740.598479171116,32485.09858017688,107,8147.5647271375265,2718.632971890044,30636.27157250957,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera__evasion_01__mse.csv,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera__evasion_01__hist_AE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera__evasion_01__hist_RE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera__evasion_01__hist_MSE.png,106.10156236539284,65.60921022087057,1.0456925132327128,0.35996105462520717
80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera,evasion_02,55.001035656,59.901578831,4.900543175000003,52.001035656,55.001035656,60,27130.818934152114,6252.604580096458,135811.94028396942,98,13994.829626461578,8421.15320972148,69014.24315504653,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera__evasion_02__mse.csv,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera__evasion_02__hist_AE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera__evasion_02__hist_RE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--1--qcamera__evasion_02__hist_MSE.png,116.3664205422004,95.15658225605682,0.3645558832315276,0.7909012302339462
