video,ev_tag,t_start,t_end,duration_sec,baseline_start,baseline_end,baseline_n,baseline_mean,baseline_median,baseline_p95,event_n,event_mean,event_median,event_p95,csv_event,png_ae,png_re,png_mse,baseline_ae_mean,event_ae_mean,baseline_re_mean,event_re_mean
80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera,evasion_01,15.499716914,17.399736182,1.9000192680000008,12.499716914,15.499716914,60,32087.41651851378,10451.11746740735,135518.26163244873,38,34927.624653648,27865.84305731327,81095.70676513865,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera__evasion_01__mse.csv,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera__evasion_01__hist_AE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera__evasion_01__hist_RE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera__evasion_01__hist_MSE.png,135.61742943947513,162.8261992601972,0.9658358408036624,4.474231972472995
80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera,evasion_02,55.001398793,57.412232135,2.410833342000004,52.001398793,55.001398793,60,16415.151153193397,4884.121070286727,57417.07335826163,48,13214.63918364082,6978.295820953988,61216.30902278371,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera__evasion_02__mse.csv,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera__evasion_02__hist_AE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera__evasion_02__hist_RE.png,C:\Users\maria\Escritorio\Personal\TFG\yoloVideo\mse_out_individual\80f94eb526c7a9ac_00000012--e0ff8985d2--5--qcamera__evasion_02__hist_MSE.png,94.99178128913044,92.99065509283294,0.7150438468020005,0.4198448865388162
